"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag","MetricID","SnapshotDate","StudyID"
"0X155","Site",194,745,0.260402684563758,-0.0708796639952615,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X076","Site",190,738,0.257452574525745,-0.244366519862577,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X162","Site",196,771,0.254215304798962,-0.444728227832094,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X141","Site",208,835,0.249101796407186,-0.783295740332318,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X052","Site",191,772,0.24740932642487,-0.855158452028716,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X161","Site",182,744,0.244623655913978,-1.00430487094199,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X189","Site",191,811,0.235511713933416,-1.61135379861895,0,"Analysis_kri0011",2012-01-31,"AA-AA-000-0000"
"0X024","Site",5,6,0.833333333333333,1.1578938230356,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X162","Site",5,6,0.833333333333333,1.1578938230356,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X155","Site",4,5,0.8,0.657693624075176,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X159","Site",4,5,0.8,0.657693624075176,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X189","Site",4,5,0.8,0.657693624075176,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X141","Site",3,4,0.75,0.0525231304214386,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X144","Site",3,4,0.75,0.0525231304214386,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X035","Site",2,3,0.666666666666667,-0.727781843699988,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X052","Site",2,3,0.666666666666667,-0.727781843699988,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X061","Site",2,3,0.666666666666667,-0.727781843699988,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X076","Site",2,3,0.666666666666667,-0.727781843699988,0,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X104","Site",1,2,0.5,NA,NA,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X161","Site",1,2,0.5,NA,NA,"Analysis_kri0012",2012-01-31,"AA-AA-000-0000"
"0X143","Site",2,2,1,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X068","Site",5,12,0.416666666666667,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X061","Site",4,72,0.0555555555555556,-1.07644350814993,-1,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X088","Site",4,72,0.0555555555555556,-1.07644350814993,-1,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X052","Site",2,63,0.0317460317460317,-1.45602071454862,-1,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X072","Site",2,63,0.0317460317460317,-1.45602071454862,-1,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X016","Site",0,23,0,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X058","Site",1,2,0.5,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X152","Site",2,5,0.4,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X007","Site",3,11,0.272727272727273,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X098","Site",5,21,0.238095238095238,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X035","Site",8,40,0.2,1.36863188330351,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X102","Site",8,40,0.2,1.36863188330351,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X104","Site",12,60,0.2,1.67622487989898,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X115","Site",2,11,0.181818181818182,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X074","Site",2,12,0.166666666666667,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X155","Site",12,75,0.16,1.05086246570734,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X137","Site",1,7,0.142857142857143,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"X187X","Site",5,38,0.131578947368421,0.331663726032841,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X065","Site",9,69,0.130434782608696,0.424335174164139,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X144","Site",9,70,0.128571428571429,0.390350859555348,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X024","Site",7,56,0.125,0.285628089804143,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X045","Site",7,56,0.125,0.285628089804143,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X051","Site",9,72,0.125,0.323871811318365,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X076","Site",7,60,0.116666666666667,0.142256303713309,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X179","Site",7,60,0.116666666666667,0.142256303713309,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X050","Site",1,9,0.111111111111111,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X008","Site",2,18,0.111111111111111,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X131","Site",4,37,0.108108108108108,-0.0120041352619095,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X141","Site",4,37,0.108108108108108,-0.0120041352619095,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X190","Site",4,37,0.108108108108108,-0.0120041352619095,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X013","Site",2,22,0.0909090909090909,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X133","Site",4,49,0.0816326530612245,-0.454230749378083,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X189","Site",4,49,0.0816326530612245,-0.454230749378083,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X084","Site",5,62,0.0806451612903226,-0.529423062892615,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X159","Site",5,62,0.0806451612903226,-0.529423062892615,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X022","Site",5,63,0.0793650793650794,-0.557820687308402,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X161","Site",5,63,0.0793650793650794,-0.557820687308402,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X062","Site",6,78,0.0769230769230769,-0.671938111927999,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X162","Site",6,78,0.0769230769230769,-0.671938111927999,0,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X025","Site",1,13,0.0769230769230769,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X078","Site",2,27,0.0740740740740741,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X015","Site",0,9,0,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X109","Site",0,5,0,NA,NA,"Analysis_kri0001",2012-02-29,"AA-AA-000-0000"
"0X058","Site",1,2,0.5,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X143","Site",1,2,0.5,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X068","Site",3,12,0.25,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X052","Site",1,63,0.0158730158730159,-1.28620357205059,-1,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X072","Site",1,63,0.0158730158730159,-1.28620357205059,-1,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X016","Site",0,23,0,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X013","Site",0,22,0,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X152","Site",1,5,0.2,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X007","Site",2,11,0.181818181818182,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X137","Site",1,7,0.142857142857143,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X098","Site",3,21,0.142857142857143,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X035","Site",5,40,0.125,1.5553914250199,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X102","Site",5,40,0.125,1.5553914250199,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X104","Site",7,60,0.116666666666667,1.66363606919086,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X115","Site",1,11,0.0909090909090909,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X074","Site",1,12,0.0833333333333333,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X131","Site",3,37,0.0810810810810811,0.497183249733801,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X155","Site",6,75,0.08,0.672856357865953,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"X187X","Site",3,38,0.0789473684210526,0.454683826650072,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X025","Site",1,13,0.0769230769230769,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X078","Site",2,27,0.0740740740740741,NA,NA,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X024","Site",4,56,0.0714285714285714,0.341614418913706,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X045","Site",4,56,0.0714285714285714,0.341614418913706,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X076","Site",4,60,0.0666666666666667,0.215706459538523,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X179","Site",4,60,0.0666666666666667,0.215706459538523,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X065","Site",4,69,0.0579710144927536,-0.0387208573074722,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X144","Site",4,70,0.0571428571428571,-0.0649042471647502,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X051","Site",4,72,0.0555555555555556,-0.116178172127344,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X062","Site",4,78,0.0512820512820513,-0.262024106014105,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X162","Site",4,78,0.0512820512820513,-0.262024106014105,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X084","Site",3,62,0.0483870967741935,-0.318828702508576,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X159","Site",3,62,0.0483870967741935,-0.318828702508576,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X061","Site",3,72,0.0416666666666667,-0.556769121508585,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X088","Site",3,72,0.0416666666666667,-0.556769121508585,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X133","Site",2,49,0.0408163265306122,-0.481564295034203,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X189","Site",2,49,0.0408163265306122,-0.481564295034203,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X022","Site",2,63,0.0317460317460317,-0.81519203482257,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
"0X161","Site",2,63,0.0317460317460317,-0.81519203482257,0,"Analysis_kri0002",2012-02-29,"AA-AA-000-0000"
